,anharmfreq,rOH,rHO,rOO,tOHO,EFddec,EFddec_tot,EFddec_proj_HO,sOH,sOHQM,EFddec_perp
148,3528.1479999999997,0.9739313918854859,3.0,3.5,100.0,0.03328174348925,0.034499377301917995,0.0,0.977028627568926,0.9273,0.009084744604878
149,2829.952,1.0042652357320798,1.84608061451823,2.8301145399082297,165.69772902201,0.049369395680539996,0.049568840277527004,0.046833849552717,0.880516325619847,0.7507,0.004442149997160999
150,3545.548,0.9736580860343119,3.0,3.5,100.0,0.006049490700525,0.012338913828802,0.0,0.990927696633402,0.8662,0.010754183220443001
151,2834.243,1.00556225356762,1.82095170918946,2.68218294212009,141.526346424118,0.05499217070879099,0.055332364432465996,0.04677074142940701,0.882433392308917,0.7654,0.006126313281443
152,3528.553,0.9751428982461999,3.0,3.5,100.0,0.008820512310674,0.010449088670568001,0.0,0.9880125198523431,0.8542,0.005601965424978001
153,3590.725,0.9704599580096009,3.0,3.5,100.0,0.031062556283035,0.031821334101521,0.0,0.994189573195422,0.9613,0.0069075973510249996
154,2327.076,1.0214524236595601,1.6099377237955501,2.53506148400783,148.068600962835,0.115909204253741,0.11613196711065801,0.102172578028685,0.7909952302898391,0.7017,0.0071895865149219996
155,2041.4779999999998,1.02787431050688,1.53380626739494,2.49748198706217,153.765679093252,0.12203059744795801,0.12360858103253,0.118163600941773,0.775190521008645,0.7084,0.019687930093586003
156,3592.3259999999996,0.9706766593464591,3.0,3.5,100.0,0.032389385894828,0.03260518514008,0.0,0.990369087597087,0.9517,0.003745100716245
157,2697.845,1.00588044667346,1.7435270032035601,2.69326131080889,155.90618009653699,0.094752663086477,0.094926552476829,0.08752287567169,0.8431851329687171,0.7716,0.0057431004829
158,2559.814,1.01170572623664,1.72686708903725,2.66452329021534,152.312582300334,0.104704947494204,0.104878672526697,0.09386762750652099,0.839106203464555,0.7437,0.006034063406866001
159,3402.539,0.98152986882723,3.0,3.5,100.0,0.06905861974256,0.069065023477287,0.0,0.927481369828876,0.8148,0.000940482413818
160,3409.15,0.980711899846229,2.35230762541807,3.00339612467287,123.18300273667101,0.07226717470695701,0.072805025664736,0.0461437391345,0.904245311748981,0.802,0.008833301869456998
161,2627.015,1.0092857503700299,1.70992585271994,2.70380221889472,167.366605911599,0.05825831302527999,0.058675160010835,0.056552872158063,0.8418187136014459,0.7332,0.006981644916894
162,2340.4210000000003,1.0228186546011,1.64216797648718,2.63733069723916,163.008403981108,0.070972057230629,0.07155157154441401,0.06622050195382,0.814993944905828,0.7045,0.009088150687996
163,3551.705,0.9739882026492921,3.0,3.5,100.0,0.040575039713722,0.040636933945959,0.0,0.9869503410413121,0.9187,0.00224199749288
